# RA, Dec, R, G, B, relative apparent brightness, Vmag, BV, parallax
28.27044954, 29.57882927, 0.9976211594497822, 0.9576640382307847, 0.9955652340241736, 10.76465213629835, 3.42, 0.488, 50.87
28.38255961, 19.29385177, 0.5938935553023165, 0.6803919682559357, 0.9999999999999998, 7.046930689671471, 3.88, -0.047, 15.96
28.59885632, 63.67010151, 0.55, 0.647, 1.0, 11.481536214968829, 3.35, -0.15, 7.38
28.66003816, 20.80803505, 0.7311340721820649, 0.7812254162082115, 1.0, 22.080047330188993, 2.64, 0.165, 54.74
28.98946829, -51.60889586, 1.0, 0.8532254135744141, 0.7078122908010812, 8.394599865193975, 3.69, 0.844, 57.19
29.69247303, -61.5698591, 0.8264081548169433, 0.8471725574089136, 0.9999998678108695, 18.03017740859569, 2.86, 0.29, 45.74
30.00128317, -21.07783155, 0.9999999999999998, 0.6771206300165293, 0.36132106269287273, 6.367955209079157, 3.99, 1.554, 10.84
30.5117503, 2.76375946, 0.6370512007498323, 0.7124640171638197, 0.9999999999999818, 7.447319739059893, 3.82, 0.024, 23.45
30.85877233, 72.42129433, 0.6203596068031649, 0.7007099427758605, 1.0, 6.606934480075959, 3.95, -0.002, 20.12
30.97480447, 42.32972473, 0.9999999999999999, 0.7180187334416845, 0.4290327689782722, 36.30780547701014, 2.1, 1.37, 9.19
31.79336293, 23.46242313, 0.9999999999999989, 0.7708525204438527, 0.5287604939805054, 39.44573020752785, 2.01, 1.151, 49.48
32.38594522, 34.98729693, 0.7134690227462827, 0.7687597930359408, 0.9999999999366487, 15.848931924611133, 3.0, 0.14, 26.24
34.12743894, -51.51216468, 0.5528958079557048, 0.6489892584620777, 1.0, 9.462371613657929, 3.56, -0.12, 21.06
37.95451535, 89.26410951, 0.9999995749855133, 0.9133812986133635, 0.8646955652627735, 40.926065973001094, 1.97, 0.636, 7.56
40.8251625, 3.23581853, 0.6810372354160135, 0.7456451962243967, 0.9999999999954685, 10.280162981264736, 3.47, 0.093, 39.78
42.49596812, 27.26050706, 0.5638839517152688, 0.657685247368433, 0.9999999999999998, 9.036494737223016, 3.61, -0.1, 20.45
42.67420868, 55.89549611, 0.9999999999999999, 0.6487147931454066, 0.31770287761608573, 7.7983011052325875, 3.77, 1.69, 2.45
43.56441901, 52.7624789, 0.9999999993003227, 0.8780357100901875, 0.7684241799755078, 6.729766562843177, 3.93, 0.758, 13.15
44.10687368, -8.89814446, 1.0, 0.7869054755731487, 0.5608163630412618, 6.982324040771713, 3.89, 1.088, 24.49
44.56531119, -40.30467242, 0.7055295024171377, 0.7629087876915535, 0.9999999999782011, 17.701089583174213, 2.88, 0.128, 20.22
45.56988401, 4.08973396, 1.0, 0.6612033091045744, 0.33685710189572704, 24.210290467361776, 2.54, 1.63, 14.82
46.19912802, 53.50644013, 1.0, 0.8897590245553039, 0.7999516323182866, 17.218685749860068, 2.91, 0.716, 12.72
46.29413912, 38.84027386, 0.9999999999999998, 0.6828470095066588, 0.370433423661524, 11.803206356517299, 3.32, 1.528, 10.03
47.04221485, 40.9556477, 0.619755894198011, 0.7002781646158363, 1.0, 36.643757464783334, 2.09, -0.003, 35.14
47.37404785, 44.8575437, 1.0, 0.8161038544840915, 0.6218418396198859, 7.655966069112563, 3.79, 0.98, 29.05
48.01886556, -28.98761809, 0.9999998181291904, 0.942006146546027, 0.9460177832460482, 7.58577575029184, 3.8, 0.543, 70.86
49.87917471, -21.75786384, 0.9999999999999998, 0.6644959012661715, 0.3419018799278853, 8.317637711026709, 3.7, 1.614, 12.63
51.08070979, 49.86117959, 0.9943256683326878, 0.9566605793623648, 0.9986701638955955, 48.30588020397726, 1.79, 0.481, 5.51
51.20330738, 9.02886984, 0.9999999999881546, 0.8412429949353892, 0.6796452756993764, 9.036494737223016, 3.61, 0.887, 15.42
51.79230269, 9.73267975, 0.574291303692711, 0.6649485890422305, 0.9999999999999998, 8.090958991783824, 3.73, -0.082, 14.68
53.23268409, -9.45826215, 0.9999999999830121, 0.8428701673488014, 0.6836076945030446, 8.165823713585922, 3.72, 0.881, 310.75
55.73126161, 47.78755139, 0.55, 0.647, 1.0, 15.70362804333553, 3.01, -0.125, 6.18
55.81209088, -9.76339465, 1.0, 0.8332256922032046, 0.6615164870563813, 9.817479430199844, 3.52, 0.915, 110.58
56.0499063, -64.80690264, 0.9999999999999941, 0.7753240147351322, 0.5377860711036662, 7.311390834834176, 3.84, 1.133, 32.71
56.07971679, 32.28824817, 0.6357519646722599, 0.7114792870656061, 0.9999999999999766, 7.311390834834176, 3.84, 0.022, 2.21
56.2189055, 24.11333922, 0.5612376111617554, 0.6555544119753435, 0.9999999999999999, 8.165823713585922, 3.72, -0.105, 8.8
56.29846606, 42.57854862, 0.9429587566698645, 0.9240063563568824, 1.0, 7.7983011052325875, 3.77, 0.425, 5.86
56.45669431, 24.36774851, 0.5845379896351192, 0.6734351970329464, 1.0, 7.11213513653329, 3.87, -0.063, 9.06
56.80975497, -74.23896234, 0.9999999999999998, 0.6694627589052907, 0.3494738345445758, 12.473835142429433, 3.26, 1.59, 15.23
56.87115217, 24.10513715, 0.5720491898863869, 0.6633864398644201, 1.0, 18.197008586099834, 2.85, -0.086, 8.87
57.29059399, 24.05341547, 0.5806929886582595, 0.6701663501512333, 1.0, 8.953647655495937, 3.62, -0.07, 8.57
58.53300625, 31.88363552, 0.8107874654803422, 0.8368135279956114, 1.0, 18.365383433483466, 2.84, 0.271, 3.32
59.4634614, 40.01021467, 0.55, 0.647, 1.0, 17.378008287493753, 2.9, -0.199, 6.06
59.50735988, -13.50851533, 0.9999999999999999, 0.6698800528717359, 0.35011127321702934, 16.29296032639722, 2.97, 1.588, 14.75
59.74125467, 35.7910326, 0.6318108232975714, 0.7086332240621575, 0.9999999999999829, 6.4268771731701975, 3.98, 0.016, 1.84
60.17006562, 12.49034659, 0.5644466839058004, 0.6581089910554506, 0.9999999999999998, 10.864256236170656, 3.41, -0.099, 8.81
60.78908352, 5.98930513, 0.6421042363418706, 0.7165926536361529, 1.0, 6.854882264526615, 3.91, 0.032, 25.24
62.1653782, 47.71251275, 0.6068024875078482, 0.6902703207034071, 1.0, 6.546361740672751, 3.96, -0.025, 5.89
63.50047645, -42.29436792, 1.0, 0.7876936951572916, 0.5623999894608696, 7.244359600749901, 3.85, 1.085, 27.85
63.60618205, -62.47385803, 1.0, 0.8332256922032046, 0.6615164870563813, 11.694993910198711, 3.33, 0.915, 19.98
64.47359293, -33.79834786, 0.5597284234783514, 0.654266391804479, 0.9999999999999999, 9.549925860214362, 3.55, -0.108, 18.27
64.94834891, 15.62764232, 1.0, 0.8158495059418054, 0.6212327269340551, 8.709635899560807, 3.65, 0.981, 21.17
65.73372189, 17.5425142, 1.0, 0.8153384387057749, 0.6200135308391034, 7.7983011052325875, 3.77, 0.983, 21.29
66.00923865, -34.01684639, 1.0, 0.6960128758427577, 0.3917944325666107, 6.486344335482383, 3.97, 1.468, 11.95
67.14373289, 15.96218073, 0.9999999999986573, 0.823040201661136, 0.6387369309121372, 7.311390834834176, 3.84, 0.952, 20.66
67.15416474, 19.18043155, 1.0, 0.8070901843080477, 0.6013169487630536, 9.727472237769653, 3.53, 1.014, 21.04
67.16558676, 15.87088266, 0.7412261977059921, 0.7885746081741677, 0.9999999993456885, 10.964781961431852, 3.4, 0.179, 21.89
68.49907315, -55.04497465, 0.575928959400316, 0.6661595583890447, 0.9999999999999998, 12.02264434617413, 3.3, -0.079, 18.56
68.88766065, -30.56234148, 0.999999999998772, 0.8217993092608783, 0.6357283981172739, 7.516228940182055, 3.81, 0.957, 15.62
68.9801611, 16.50930139, 1.0, 0.680632348517388, 0.36688799102843744, 112.71974561755106, 0.87, 1.538, 50.09
69.07975664, -3.35245903, 0.55, 0.647, 1.0, 6.729766562843177, 3.93, -0.21, 5.56
69.54510028, -14.30401978, 1.0, 0.7884845240293719, 0.5639886015488397, 7.177942912713619, 3.86, 1.082, 29.84
72.46004413, 6.96127568, 0.9959152418247508, 0.9572638315048538, 0.9975177985315877, 13.304544179780914, 3.19, 0.484, 124.6
72.80151623, 5.60510396, 0.55, 0.647, 1.0, 8.472274141405963, 3.68, -0.157, 2.59
73.56290198, 2.44067205, 0.55, 0.647, 1.0, 8.241381150130023, 3.71, -0.179, 2.43
74.24841152, 33.16609031, 0.9999999999999999, 0.6912448959047434, 0.38402262032601736, 21.086281499332898, 2.69, 1.49, 6.37
75.49222568, 43.82330836, 0.9999300237257526, 0.9439317562630355, 0.951338354613725, 15.4170045294956, 3.03, 0.537, 1.6
75.61952888, 41.07583744, 1.0, 0.7701201568426485, 0.5272491116784397, 8.394599865193975, 3.69, 1.154, 4.14
76.3652677, -22.37103258, 1.0, 0.6977392101498971, 0.3946240705471681, 13.304544179780914, 3.19, 1.46, 14.39
76.62871992, 41.23447447, 0.55, 0.647, 1.0, 13.427649611378635, 3.18, -0.148, 14.87
76.96243797, -5.08644618, 0.7282217468698808, 0.779167210847949, 1.0, 19.408858775927783, 2.78, 0.161, 36.71
78.23292017, -16.20546821, 0.5587129028739252, 0.6534021911654269, 1.0, 12.133888504649775, 3.29, -0.11, 17.69
78.63446812, -8.20164055, 0.6037229368664943, 0.6878695820585299, 1.0, 212.81390459827134, 0.18, -0.03, 4.22
79.1723294, 45.99799111, 0.9999999999401202, 0.8666049449911778, 0.7420018925621773, 233.3458062281002, 0.08, 0.795, 77.29
79.40162477, -6.84440942, 0.5559836674530505, 0.6512163526920672, 0.9999999999999998, 9.204495717531715, 3.59, -0.115, 5.88
81.11923643, -2.39714624, 0.55, 0.647, 1.0, 11.481536214968829, 3.35, -0.24, 3.62
81.28276276, 6.34970223, 0.55, 0.647, 1.0, 55.4625712957911, 1.64, -0.224, 13.42
81.57297249, 28.60745001, 0.55, 0.647, 1.0, 54.95408738576243, 1.65, -0.13, 24.89
82.06134664, -20.75944097, 0.9999999997400801, 0.863344068568148, 0.7333171029241584, 18.879913490962934, 2.81, 0.807, 20.49
82.80314914, -35.47051883, 0.9999999999999933, 0.7760807025620894, 0.5392895561854363, 7.177942912713619, 3.86, 1.13, 11.77
83.00166968, -0.29909204, 0.55, 0.647, 1.0, 31.622776601683793, 2.25, -0.175, 3.56
83.18256633, -17.82228853, 0.7649333143579459, 0.8047353792047813, 1.0, 23.33458062281002, 2.58, 0.211, 2.54
83.40632371, -62.48982532, 0.9999997973832939, 0.9121990674474629, 0.8614033424107439, 7.870457896950989, 3.76, 0.64, 3.14
83.78448789, 9.93415842, 0.55, 0.647, 1.0, 11.066237839776663, 3.39, -0.16, 3.09
83.8582603, -5.90990135, 0.55, 0.647, 1.0, 19.952623149688797, 2.75, -0.21, 2.46
84.05338934, -1.20191983, 0.55, 0.647, 1.0, 52.966344389165805, 1.69, -0.184, 2.43
84.4111907, 21.14254914, 0.55, 0.647, 1.0, 16.29296032639722, 2.97, -0.148, 7.82
84.68653333, -2.60006888, 0.55, 0.647, 1.0, 7.7983011052325875, 3.77, -0.19, 2.84
84.91224946, -34.07410786, 0.5528958079557048, 0.6489892584620777, 1.0, 21.87761623949553, 2.65, -0.12, 12.16
85.18969642, -1.94257224, 0.55, 0.647, 1.0, 50.5824662003114, 1.74, -0.199, 3.99
86.11579339, -22.44838217, 0.9943256683326878, 0.9566605793623648, 0.9986701638955955, 9.204495717531715, 3.59, 0.481, 111.49
86.73891997, -14.82195004, 0.688806213767012, 0.750537886268918, 1.0, 9.549925860214362, 3.55, 0.104, 46.47
86.82119852, -51.06651408, 0.7354859214765858, 0.784353204358418, 0.9999999999578416, 7.244359600749901, 3.85, 0.171, 51.87
86.93912023, -9.66960478, 0.55, 0.647, 1.0, 37.32501577957206, 2.07, -0.168, 4.52
87.73997037, -35.76830865, 0.9999999999999976, 0.7720817925931298, 0.5312728153659926, 14.190575216890918, 3.12, 1.146, 37.94
87.83039904, -20.87908866, 1.0, 0.8150817478971674, 0.6194035800151683, 7.870457896950989, 3.76, 0.984, 29.05
